文件名,时间戳,实体类型,实体类型Jaccard系数,关系类型,关系类型Jaccard系数
参薯 Shenshu.txt,2025-05-16 22:10:11,别名、功能、属、性味、疾病、科、药方、药用植物、药用部位,0.6923076923076923,具有功能、具有性味、别名、属于属、属于科、治疗、药用部位,0.35
叉分蓼 Chafenliao.txt,2025-05-16 22:10:35,别名、功能、属、性味、文献、疾病、科、药用植物、药用部位,0.6923076923076923,具有功能、具有性味、别名、属于属、属于科、治疗、药方、药用部位、记载于,0.45
及已 Jiji.txt,2025-05-16 22:10:51,人群、功能、属、性味、文献、毒性、疾病、科、药材、药用部位,0.7692307692307693,不宜与、具有功能、具有性味、具有毒性、属于属、属于科、治疗、药方、药用部位、记载于,0.5
反枝苋 Fanzhixian.txt,2025-05-16 22:11:18,别名、功能、属、性味、文献、疾病、科、药材、药用植物、药用部位,0.7692307692307693,具有功能、具有性味、别名、属于属、属于科、治疗、药方、药用部位、记载于,0.45
变叶木 Bianyemu.txt,2025-05-16 22:11:31,别名、功能、属、性味、毒性、疾病、科、药用植物、药用部位,0.6923076923076923,具有功能、具有性味、具有毒性、别名、属于属、属于科、治疗、药用部位,0.4
变叶树参 Bianyeshucan.txt,2025-05-16 22:11:52,别名、功能、属、性味、文献、疾病、科、药材、药用植物、药用部位,0.7692307692307693,具有功能、具有性味、别名、属于属、属于科、治疗、药方、药用部位、记载,0.45
变叶榕 Bianyerong.txt,2025-05-16 22:12:09,功能、属、性味、文献、疾病、科、药材、药用植物、药用部位,0.6923076923076923,具有功能、具有性味、属于属、属于科、治疗、药方、药用部位、记载于,0.4
可可 Keke.txt,2025-05-16 22:12:18,属、科、药用植物、药用部位,0.3076923076923077,属于属、属于科、药用部位,0.15
台湾相思 Taiwanxiangsi.txt,2025-05-16 22:12:35,功能、属、性味、文献、疾病、科、药材、药用植物、药用部位,0.6923076923076923,具有功能、具有性味、别名、属于属、属于科、慎服、治疗、药方、药用部位、记载于,0.5
叶下珠 Yexiazhu.txt,2025-05-16 22:13:01,人群、功能、属、性味、文献、疾病、科、药材、药用植物、药用部位,0.7692307692307693,与、具有功能、具有性味、别名、属于属、属于科、慎服、治疗、药方、药用部位、记载,0.55
叶象花 Yexianghua.txt,2025-05-16 22:13:17,功能、属、性味、文献、毒性、疾病、科、药用植物、药用部位,0.6923076923076923,具有功能、具有性味、具有毒性、属于属、属于科、治疗、药用部位、记载于,0.4
合欢 Hehuan.txt,2025-05-16 22:13:53,人群、功能、属、性味、文献、疾病、科、药方、药材、药用植物、药用部位,0.8461538461538461,不宜与、具有功能、具有性味、属于属、属于科、慎服、治疗、药用部位、记载于,0.45
吉祥草 Jixiangcao.txt,2025-05-16 22:14:10,功能、属、性味、文献、疾病、科、药材、药用植物、药用部位,0.6923076923076923,具有功能、具有性味、属于属、属于科、治疗、药方、药用部位、记载于,0.4
吊兰 Diaolan.txt,2025-05-16 22:14:24,功能、属、性味、文献、疾病、科、药用植物、药用部位,0.6153846153846154,具有功能、具有性味、属于属、属于科、治疗、药用部位、记载于,0.35
吊灯花 Diaodenghua.txt,2025-05-16 22:14:38,功能、属、性味、疾病、科、药材、药用植物、药用部位,0.6153846153846154,具有功能、具有性味、属于属、属于科、治疗、药用部位,0.3
吊竹梅 Diaozhumei.txt,2025-05-16 22:14:58,人群、功能、属、性味、文献、疾病、科、药材、药用植物、药用部位,0.7692307692307693,具有功能、具有性味、属于属、属于科、慎服、治疗、药方、药用部位、记载于,0.45
君迁子 Junqianzi.txt,2025-05-16 22:15:32,人群、功能、属、性味、疾病、科、药材、药用部位,0.6153846153846154,具有功能、具有性味、属于属、属于科、慎服、治疗、药用部位,0.35
含笑 Hanxiao.txt,2025-05-16 22:15:44,功能、属、性味、疾病、科、药用植物、药用部位,0.5384615384615384,具有功能、具有性味、属于属、属于科、治疗、药用部位,0.3
含羞草 Hanxiucao.txt,2025-05-16 22:16:21,人群、功能、属、性味、文献、毒性、疾病、科、药材、药用植物、药用部位,0.8461538461538461,具有功能、具有性味、具有毒性、属于属、属于科、慎服、治疗、药方、药用部位、记载于,0.5
吴茱萸 Wuzhuyu.txt,2025-05-16 22:16:41,功能、属、性味、文献、毒性、疾病、科、药材、药用植物、药用部位,0.7692307692307693,不宜与、与、具有功能、具有性味、具有毒性、属于属、属于科、治疗、药方、药用部位、记载,0.55
咖啡黄葵 Kafeihuangkui.txt,2025-05-16 22:16:59,功能、属、性味、疾病、科、药材、药用植物、药用部位,0.6153846153846154,具有功能、具有性味、别名、属于属、属于科、治疗、药用部位,0.35
响铃豆 Xianglingdou.txt,2025-05-16 22:17:21,功能、属、性味、文献、疾病、科、药材、药用植物、药用部位,0.6923076923076923,与、具有功能、具有性味、属于属、属于科、治疗、药方、药用部位、记载于,0.45
唐古特大黄 Tanggutedahuang.txt,2025-05-16 22:17:49,人群、功能、属、性味、文献、疾病、科、药方、药材、药用植物、药用部位,0.8461538461538461,具有功能、具有性味、别名、导致、属于属、属于科、慎服、治疗、药用部位、记载于,0.5
商陆 Shanglu.txt,2025-05-16 22:18:09,功能、属、性味、文献、毒性、疾病、科、药材、药用植物、药用部位,0.7692307692307693,具有功能、具有性味、具有毒性、属于属、属于科、治疗、药方、药用部位、记载、记载于,0.5
啤酒花 Pijiuhua.txt,2025-05-16 22:18:26,功能、属、性味、文献、疾病、科、药材、药用植物、药用部位,0.6923076923076923,具有功能、具有性味、属于属、属于科、治疗、药方、药用部位、记载于,0.4
喜树 Xishu.txt,2025-05-16 22:18:51,功能、属、性味、文献、毒性、疾病、科、药材、药用植物、药用部位,0.7692307692307693,具有功能、具有性味、具有毒性、属于属、属于科、治疗、药方、药用部位、记载于,0.45
喷瓜 Pengua.txt,2025-05-16 22:18:58,属、科、药用植物、药用部位,0.3076923076923077,属于属、属于科、药用部位,0.15
四叶参 Siyeshen.txt,2025-05-16 22:19:22,人群、别名、功能、属、性味、文献、疾病、科、药材、药用植物、药用部位,0.8461538461538461,不宜与、具有功能、具有性味、别名、属于属、属于科、慎服、治疗、药方、药用部位、记载于,0.55
四季秋海棠 Sijiqiuhaitang.txt,2025-05-16 22:19:34,别名、功能、属、性味、疾病、科、药用植物、药用部位,0.6153846153846154,具有功能、具有性味、别名、属于属、属于科、治疗、药用部位,0.35
圆叶牵牛 Yuanyeqianniu.txt,2025-05-16 22:19:53,功能、属、性味、文献、毒性、疾病、科、药材、药用植物、药用部位,0.7692307692307693,具有功能、具有性味、具有毒性、别名、属于属、属于科、治疗、药方、药用部位,0.45
圆柏 Yuanbai.txt,2025-05-16 22:20:12,别名、功能、属、性味、文献、毒性、疾病、科、药材、药用植物、药用部位,0.8461538461538461,具有功能、具有性味、具有毒性、别名、属于属、属于科、治疗、药方、药用部位、记载于,0.5
土人参 Turenshen.txt,2025-05-16 22:20:30,功能、属、性味、文献、疾病、科、药材、药用植物、药用部位,0.6923076923076923,具有功能、具有性味、属于属、属于科、治疗、药方、药用部位、记载于,0.4
土党参 Tudangshen.txt,2025-05-16 22:20:52,功能、属、性味、文献、疾病、科、药材、药用植物、药用部位,0.6923076923076923,与、具有功能、具有性味、包含、属于属、属于科、治疗、药用部位、记载于,0.45
土木香 Tumuxiang.txt,2025-05-16 22:21:13,人群、功能、属、性味、文献、疾病、科、药材、药用植物、药用部位,0.7692307692307693,与、具有功能、具有性味、属于属、属于科、慎服、治疗、药用部位、记载于,0.45
土茯苓 Tufuling.txt,2025-05-16 22:21:31,功能、属、性味、文献、毒性、疾病、科、药材、药用植物、药用部位,0.7692307692307693,与、具有功能、具有性味、具有毒性、属于属、属于科、治疗、药方、药用部位、记载于,0.5
土荆芥 Tujingjie.txt,2025-05-16 22:21:55,功能、属、性味、文献、毒性、疾病、科、药材、药用植物、药用部位,0.7692307692307693,具有功能、具有性味、具有毒性、属于属、属于科、治疗、药方、药用部位、记载于,0.45
土贝母 Tubeimu.txt,2025-05-16 22:22:10,功能、属、性味、文献、疾病、科、药材、药用植物、药用部位,0.6923076923076923,与、具有功能、具有性味、属于属、属于科、治疗、药方、药用部位、记载于,0.45
地丁草 Didingcao.txt,2025-05-16 22:22:32,别名、功能、属、性味、文献、疾病、科、药材、药用植物、药用部位,0.7692307692307693,与、具有功能、具有性味、别名、属于属、属于科、治疗、药用部位、记载于,0.45
